cleaned_text,sentiment
divested activity net sale eur million operating profit eur million,neutral
divest company part tietoenator business area government manufacture retail,neutral
division also include joint sale marketing control function unit,neutral
reng group post sale approximately million kroon,neutral
ebrd use fund provide million loan portion million euro syndicate two finnish commercial bank nordea bank finland plc pohjola bank plc,neutral
ebrd use fund provide amilliona loan portion ofmillioneuros syndicate two finnish commercial bank nordea bank finland plcmillioneuros pohjola bank plcmillioneuros,neutral
energy sector account approximately percentage steel industry percentage transportation volume,neutral
enterprise value maritim food determine approximately eurm,neutral
equipment ixonos acquire deal include mechanical engineering hardware antenna measurement laboratory facility measurement audio camera display well device robot unit test mobile device,neutral
equipment make vaahto plant hollola finland delivery schedule first quarter,neutral
estimate annual value frame agreement eurmarket neutral,neutral
estimate value deal usd million,neutral
eurm contract include design construction work,neutral
executive say country brazil chile argentina mexico lead adoption business ethernet service segment brazil mexico early adopter carrier ethernet mobile backhaul,neutral
expand company continue call newpage,neutral
expand plant schedule operational middle october,neutral
expansion finalize autumarket neutralof,neutral
facility lettable area plot plant locate ratasmaki business park purchase city forssa,neutral
figure include food export finland,neutral
figure include change fair value property portfolio eur million,neutral
filter tip cover volume range include new size volume capacity,neutral
final outcome right offering report around october,neutral
firm build component mobile phone communication product,neutral
group post net sale ofmillioneuromillionand operating profit euromillionin,neutral
group net sale eur,neutral
group turnover eur million operating profit eur million,neutral
liquid handle segment offer laboratory equipment accessory include mechanical electronic pipette disposable tip use research institution university hospital well pharmaceutical food industry biohit brand,neutral
manufacture cpps undertaken exist export orient unit eou wartsila factory khopoli near mumbai,neutral
market expect heineken sell hartwall whole part,neutral
significant capital expenditure item global enterprise resource planning erp project product development production machine,neutral
move carry transferring hkscan productionrelated property plant equipment well hold subsidiary associate company country hkscan finland,neutral
net sale healthcare trade business eur million eur million operating profit eur million eur million,neutral
net sale power plant business eur million,neutral
nonrecurring cost cause talentum premedia business area restructuring amount tomillioneuromillionand include company financial result second quarter,neutral
ongoing project tekla structure use vashi exhibition centre develop insteel engineer pvt ltdiivrcl infrastructure project ltd cidco,neutral
operation sell include manufacture unit finland france poland turkey well sale unit germany lithuania,neutral
order also cover design service hardware software licence well maintenance service six year,neutral
order consist outsource application management support plan tecnotree thirdparty application,neutral
order include ship crane deliver container feeder build wenchong shipyard china,neutral
order value eurmarket neutraland consist design service hardware software licence,neutral
order also include highpower drive control seismic compressor,neutral
order machineroomless kone monospace elevator would instal,neutral
oulu plant employ approximately people,neutral
percentage share vote right calculate proportion total number share register trade register total number voting right relate,neutral
pershare subscription price share subscribe option right eur,neutral
polish business employ people net sale eurmarket neutralin,neutral
portfolio comprise leasable space vacancy rate roughly percentage let around tenant two large swedish government ericsson,neutral
proposal shareholder elect hannu krogerus board base long unrivalled experience knowledge matter relate elcoteq,neutral
remainder revenue come technology agreement firm interdigital say,neutral
remain amount fund debt danish bank say,neutral
reorganisation carry transferring hkscan corporation productionrelated property plant equipment finland well hold subsidiary associate hkscan finland hold company wholly own hkscan corporation,neutral
report contain category level company brand share well distribution share information,neutral
segment company operate frozen food business seafood vegetable oil business grain trading business operation,neutral
sell consortium include fund manage oko bank venture capital unit bio fund management finnish industry investment governmentowned investment group,neutral
solution instal usa support north american operation customer,neutral
stockmann department store total floor space square metre stockmann investment project price tag eur million,neutral
study expect start,neutral
tank deliver company currently build chemical tank farm antwerp northern belgium,neutral
term transaction remain undisclosed,neutral
total capacity factory approximately engine year,neutral
total floor area plant expansion square metre,neutral
total investment expect amount eurm,neutral
total investment project approximately eur,neutral
total value contract eur million,neutral
total value two contract eur million,neutral
transaction plan financed eurm marketbased loan grant standard charter bank hong kong,neutral
transaction value cad million approximately eur million,neutral
unit client mainly field specialist convenience good well textile shoe furniture business,neutral
value contract eurmarket neutral,neutral
value contract eur poyry headquarter vantaa finland provide consult engineering service energy forestry infrastructure environment sector,neutral
value contract eurmarket neutral,neutral
value contract total usdm,neutral
value contract eurmarket neutral,neutral
value deal disclose,neutral
value deal disclose,neutral
value multiyear agreement eurmarket neutrala year,neutral
value threeyear contract estimate eurm,neutral
value kind order amount usually euro million,neutral
webmarela application handle invitation quote quote comparison agreement purchase invoice inspection inventory management delivery,neutral
work include lay natural stone pavement installation underground heat surface water drainage system,neutral
previous share subscription stock option,neutral
new unit build cargotec state art manufacturing facility san antonio texas usa start operation,neutral
could time say,neutral
wood lacquer clock come stripy handcrocheted cover,neutral
see slide show new product release fiskars,neutral
total value contract eurmarket neutral,neutral
tulikivi manufacture heatretaining soapstone ceramic fireplace well natural stone product utility ceramic,neutral
tyrvinen opinion airline repeat time already however,neutral
agreement larox transfer employee within engineering documentation related delivery project product maintenance finland etteplan january,neutral
transaction agreement metsaliitto purchase percentage metsabotnia share upm percentage mreal,neutral
unit price straddle carrier vary eur eur company add,neutral
upmkymmene say indicated interest domestic consolidation,neutral
valmet automotive report net sale eurmarket neutraland operating profit eurmarket neutral,neutral
veidekke headquarter oslo norway scandinavian construction property development group employee norway sweden denmark annual turnover nok,neutral
subscribe magazine,neutral
vianor sell tire car truck well range car part provide maintenance service,neutral
new arrangement customer responsibility become mainly regional,neutral
acquisition wireless modem unit approximately employee transfer renesas electronics corporation,neutral
third quarter fiscal efore swung net loss eur versus net profit eur corresponding period fiscal,negative
konecranes oyj kcrv fell percent euro big fall since june,negative
operating loss total eurmarket neutralcompared profit eurmarket neutralin corresponding period,negative
production level agree producer long time ago fall consumption lead loss,negative
return investment roi percentage compare percentage first half,negative
total ofmarket neutralpassenger ship journey take place northern baltic sea slightly frommarket neutralin,negative
finnish medium group talentum issued profit warning,negative
finnish shipping company finnlines pretax loss total eurmarket neutralin third quarter compare profit eurmarket neutralin third quarter,negative
finland city forssa say pay compensation food industry company ruokatalo atrium lye leak tap water occur march,negative
acando acanb fell percent kronor low close since dec,negative
accord ceo matti perkonoja parent company hkscan company performance first quarter remain clearly level corresponding period,negative
dilute earnings per share eps stand eur versus eur,negative
finnish automation solution developer cencorp corporation omx helsinki cncv issue thursday september profit warn third quarter,negative
finnish communication electronics component supplier scanfil oyj tuesday say sale first half percentage low period year ago,negative
finnish technology company raute corporation omx helsinki rutav issue tuesday september profit warn financial year,negative
company operate loss total eurmarket neutralcompared profit eurmarket neutralin,negative
last year million passenger fly airline percent,negative
loss financial item total eurmarket neutralcompared profit eurmarket neutralin corresponding period,negative
loss period total eurmarket neutralcompared profit eurmarket neutralin,negative
operating loss amount eurmarket neutralin first half compare profit eurmarket neutralin first half,negative
operating loss pulp paper machinery unit eurmarket neutralin september august compare profit eurmarket neutrala year earlier,negative
operating loss total eurmarket neutralcompared profit eurmarket neutralin corresponding period,negative
operating loss total eurmarket neutralcompared profit eurmarket neutral,negative
operating loss total eurmarket neutralcompared profit eurmarket neutralin first half,negative
operating loss total eurmarket neutralcompared profit eurmarket neutralin second quarter,negative
operating loss total eurmarket neutralcompared loss eurmarket neutralin corresponding period,negative
pretax loss total eurmarket neutralcompared loss eurmarket neutralin corresponding period,negative
pretax loss total eurmarket neutralcompared profit eurmarket neutralin,negative
pretax loss total eurmarket neutralcompared loss eurmarket neutralin corresponding period,negative
publish sweden operating loss eurmarket neutralin compare profit eurmarket neutrala year ago,negative
company report today operate loss eur net sale eur first quarter,negative
cerberus capital management lpbacked printing paper maker newpage corp post mixed secondquarter result cast cloud plan initial public offering,negative
finnish electronics manufacture service company elcoteq post net loss ofmillioneuromillionfor first half compare net profit ofmillioneuromillionfor period,negative
finnish laboratory liquid handle diagnostic test system developer biohit oyj omx helsinki biobv issue tuesday june profit warn financial year,negative
finnish retail software developer aldata solution oyj report net loss ofmillioneuromillionfor versus net profit ofmillioneuromillionfor,negative
finnish textile clothe group marimekko oyj posted net profit ofmillioneuromillionfor compare tomillioneuromillionfor,negative
januaryjune dilute loss per share stand eur versus eur first half,negative
october upm report thirdquarter net loss euro million million compare net profit euro million,negative
operating loss amount eurmarket neutralcompared profit eurmarket neutralin second quarter,negative
operating loss nonrecurring item eurmarket neutralcompared profit eurmarket neutralin,negative
operating profit margin percentage compare percentage year earlier,negative
operating profit eurmarket neutralin compare eurmarket neutralin,negative
operating result show loss eurmarket neutralwhile year show profit eurmarket neutral,negative
salcomp oyj finnish maker mobile phone charger monday post eur million loss second quarter compare million profit period previous year,negative
scanfil also issue profit warning,negative
scanfil issue profit warning april,negative
operating loss amount eurmarket neutralcompared profit eurmarket neutrala year earlier,negative
real estate company post net loss million per share compare net profit million per share corresponding quarter,negative
tietoenator percentage extend recent low last week secondquarter report dealer say,negative
operating profit exclude restructuring cost grow eur million eur million operating profit include restructuring cost show even large growth eur million eur million,positive
china base operation enable fully leverage resource expertise wireless solution also strengthen capability offer industryleading product customer china,positive
cost cutting measure produce around eurm save past nine month dampen airline loss finnair say,positive
consolidated operating profit exclude oneoff item eurmarket neutralup eurmarket neutrala year earlier,positive
ebit exclude nonrecurring item estimate increase,positive
operating profit exclude nonrecurring item increase percentage eurmarket neutralfrom eurmarket neutralin corresponding period,positive
cash flow business operation total eurmarket neutralcompared negative eurmarket neutralin first half,positive
cash flow operation total eurmarket neutralcompared negative eurmarket neutralin corresponding period,positive
cash flow operation total eurmarket neutralcompared negative eurmarket neutralin second quarter,positive
ebit exclude nonrecurring item total eurmarket neutralup eurmarket neutral,positive
finnish energy company fortum oyj say november grant environmental permit build biofuelfired combined heat power chp plant vartan harbor eastern stockholm,positive
nokia percentage eur kick morning negative territory,positive
return investment percentage compare negative percentage,positive
thus method cut work cost fasten plan building process,positive
copy republication redistribution afx news content include frame similar mean expressly prohibit without prior write consent afx news,neutral
company report profit euromillionon sale varesvuo partner subgroup loss euro cause sale program production subsidiary filmiteollisuus fine,neutral
extract filtrate high clarity dry filter cake meet required transport moisture limit tmlsfor ore grade,neutral
split number share number share,neutral
establish srv group private finnish construction concern operation finland baltic country russia,neutral
initial estimate total value contract euro exclude vat,neutral
nokia capcom announce resident evil degeneration release ngage later year,neutral
ollipekka laine appoint chairman erkki pehulehtonen vice chairman board,neutral
risk exposure nonlife insurance move month expense function nonlife insurance exclude expense investment management expense service render nonlife insurance investment portfolio allocation,neutral
issue come connection discussion local municipality concern sale water industrial facility,neutral
purchase price pay cash upon closure transaction schedule april,neutral
term condition stock option scheme available company internet page wwwsanomacom,neutral
tieto service also use send process receive material relate absentee voting,neutral
trading code eliv number share priceshare gratuitous transfer elisa hold total share,neutral
total stock option issue stock option scheme,neutral
finnish publishing print group ilkkayhtym introduce staff smoking ban begin company three newspaper,neutral
finnish stockmann group mail order unit hobby hall launch trial marketing campaign russia,neutral
alpina sport lebanon new hampshire usa base distributor alpina ski shoe ski exel ski pole start ski wax also peltonen crosscountry ski,neutral
among scandinavian company present petersburg also name swedish concern ncc implement project field asphalt production road housing construction project swedish krona,neutral
international conference call audio webcast concern financial result januarymarch begin eet,neutral
atrium say offer would give swedish company continue ownership control slaughter cut operation,neutral
aug curb deliver newstex late rack cover shop retail sidewalk,neutral
bertrand sciard vice chairman board director aldata solution since april,neutral
bovine slaughter cut kuopio facility transfer kauhajoki slaughterhouse,neutral
huhtamaki rigid plastic consumer good operation mainly europe separate new reporting segment january,neutral
kesko previously publish stock exchange release concern deal february,neutral
less ten people face pension agreement,neutral
kari stadigh carry chairman board matti arteva vicechairman,neutral
neste oil refinery combine crude oil refining capacity approximately barrel day,neutral
new chairman board director chaim katzman give presentation answer question,neutral
panostaja oyj board also decide organisational meeting hold upon completion agm implement agm decision concern board member fee pay share way share transfer quarterly basis date follow publication quarterlyannual report,neutral
rapala fishing frenzy,neutral
resident access block plan aleksandri street,neutral
sanoma announce stock option scheme december,neutral
shortterm license game cost little purchasing game outright cost much,neutral
adjustment concern staff specialty paper fiber composite segment,neutral
appointment force new ceo appoint,neutral
authorisation force end next annual general meeting repeal authorisation acquire share give general meeting hold april,neutral
business gross write premium eur net combine ratio percentage staff total office germany benelux,neutral
chill meat product category lead meat fish poultry market finland account share percentage,neutral
company continuous need alloy nickel ferrochrome molybdenum manganese production say talvivaara,neutral
contract also include cut edge wagon part ruukki steel service centre seinajoki raahe southwestern finland deliver weld assembly,neutral
copy republication redistribution afx news content inculding frame similar mean expressly prohibit without prior write consent afx news,neutral
cosmetic collection include eye shadow face powder lip gloss mascara accessory,neutral
smartphone available per handset across india nokia india vicepresident manage director shivakumar tell reporter,neutral
exercise originate finland early training method crosscountry skier,neutral
first phase logistics complex envisages completion logistics premise gatehouse building november,neutral
gross area eight house,neutral
gross area innova project,neutral
interim report first quarter publish may,neutral
mill raw material need increase wood,neutral
negotiation concern personnel cencorp corporation singulase whole finland sweden company say,neutral
negotiation concern plant department produce wind rove employ people,neutral
new apartment block close city center explain chairman board yit ehitus priit sauk,neutral
redesign crush circuit operation since start september overall production rate weekly basis excess average tonne day,neutral
scheme teliasonera altimo practically identical except involves merger stake vimpelcom kyivstar,neutral
share subscription period option commence september expire march,neutral
share subscription period expire september,neutral
subscription period amer sport warrant scheme end december,neutral
term condition stock option scheme available group website,neutral
transaction include also transfer lease agreement concern manufacturing premise employment agreement related operation,neutral
utility also provide service relate electricity management hedge trade risk management reporting,neutral
try deal slavery different perspective balance story say deramus formerly writer detroit free press detroit news,neutral
big challenge make piece look raw hansen say,neutral
license agreement nokia corp part expire april,neutral
agreement expire earlier month,neutral
split company would series share series share,neutral
boomeranger boat specialise boat building design manufacture sell customise rigid inflatable boat rib primarily baltic sea market,neutral
currently quarterly apply surcharge differ significantly actual market price,neutral
filmiteollisuus fine transfer talentum oyj form subsidiary,neutral
helsinki afx salcomp mobile phone charger manufacturer say appoint markku hangasjarvi new ceo follow resignation mat eriksson,neutral
ruokatalo produce many turkey product cold cut,neutral
however broker rating stock differ,neutral
mursula say tried gather macroeconomic perspective see malaysia,neutral
niklas skogster employ abb group various position concern development operation,neutral
beer differ slightly mainstream beer,neutral
company operate division lisle ill,neutral
deal cover stockmann auto sale aftersales service concern volkswagen audi helsinki espoo vantaa,neutral
equipment designate bollore africa logistics terminal societe dexploitation terminal vridi setv abidjan ivory coast delivery schedule start march,neutral
floor area yliopistonrinne project building gross area total total percentage facility let,neutral
floor area yliopistonrinne project building gross area total total percentage facility let,neutral
measure result statutory joint negotiation employee start february concerned operation country,neutral
product range include marinate olive cold cut pate example,neutral
term condition year stock option scheme publish stock exchange release march,neutral
action follow personnel negotiation concern elcoteq finnish branch elcoteq finland elcoteq design center,neutral
unbelievably company make fiskars corporation form dutch merchant name peter thorwoste give charter establish blast furnace forge operation small finnish village fiskars,neutral
uncertainty cloud longterm outlook,negative
october finnish environmental management company lassila tikanoja oyj hel latv say monday expect operating profit exclude nonrecurring item whole slightly low,negative
accord finnish petrol station chain manage director kim wiio company force make purchase rise price first half consumer price almost daily due competition,negative
finnair say cancellation flight would cause daily loss xac million million,negative
food sale total eurmarket neutralin october represent decrease percentage october,negative
raute report loss per share eur first half eps eur corresponding period,negative
move trigger weak demand forestry equipment uncertain market situation,negative
situation coat magazine print paper continue weak,negative
copper lead nickel also drop hbos hbos plummet percentage penny say year,negative
strike finnair estimate incur net loss eurm eur per day,negative
earnings per share eps drop eur eur,negative
finnair passenger load factor measure number sell seat share available seat drop percentage point percentage september,negative
frost sell share million per share compare friday high low,negative
glaston net profit third quarter drop tomillioneuromillionfrommillioneuromillionfor corresponding period,negative
net profit whole drop eur million eur million,negative
lassila tikanoja operating profit exclude nonrecurring imputed item second quarter eur eur year ago,negative
net cash flow operate activity negative eurmarket neutralcompared eurmarket neutralin correspond period,negative
net cash operating activity negative eurmarket neutralcompared eurmarket neutralin,negative
net sale drop percentage yearonyear eur million,negative
net sale eaten weak dollar,negative
nordic bank already write sizable loan latvia swedbank nordea dnb seb reporting combine loss excess billion period backdrop near economic meltdown latvia,negative
okmetic expect net sale first half less,negative
operating profit exclude nonrecurring item total eurmarket neutraldown eurmarket neutralin corresponding period,negative
operating profit exclude nonrecurring item total eurmarket neutraldown eurmarket neutral,negative
operating profit exclude nonrecurring item total eurmarket neutraldown eurmarket neutralin corresponding period,negative
operating profit exclude nonrecurring item amount eurmarket neutraldown eurmarket neutralyearonyear,negative
operating profit exclude nonrecurring item eur million compare eur million,negative
relation city damage comment ashley criticise city investor analyst cry baby,negative
report operate margin negative percentage,negative
swedbank share hard hit swedish bank ongoing international financial crisis,negative
currency effect percentage ormillioneuromillionnegative impact revenue,negative
period sale drop eur million eur million accord interim report release today,negative
therefore company result remain weak,negative
vaisala net profit third quarter drop tomillioneuromillionfrommillioneuromillionfor period,negative
implementation program negative impact earnings meiklejohn say,negative
survey conduct taloustutkimus sampo life show company badly prepare lose key staff member,negative
agricultural newspaper maaseudun tulevaisuus reader represent decrease percentage,negative
cet arcelormittal lose percentage eur euronext paris come lead bluechip faller,negative
cash flow operation januarydecember negative eurmarket neutralcompared eurmarket neutralin correspond period,negative
eps drop eur eur,negative
kone share drop percent xac helsinki,negative
commission say earlier fin thyssenkrupp united technology corp otis schindler kone oyj total ofmillioneur allege cartel activity lift market back twelve year,negative
period sale drop eur eur accord interim report release today,negative
yit lodge counter claim neste oil total eurm primarily base work carry contract additional cost incur due prolongation project,negative
stable outlook reflect nokia strong market position global mobile handset market strong cash flow generation conservative balance sheet say raab,positive
financing arrangement enable company ensure line treasury policy sufficient financial instrument disposal potential capital requirement,positive
efficiency improvement measure january finnish stationery gift retailer tiimari hel tiiv say today continue improve operational efficiency focus profitable core operation,positive
efore result last quarter show even faster improvement company manage good source component,positive
technical indicator stock bullish give nok positive star buy rank,positive
restructure creates efficient organization increase operational focus stable profitability lead efficient production say annvik head specialty stainless,positive
delighted move say morna cowie coowner double size current shop lovely feel,positive
long unprofitable period food division post profitable result speaks healthy cost structure new approach business operation rihko say,positive
earnings per share higher year ahead market consensus eur,positive
september finnish waste management recycle company lassila tikanoja expand operation russia introduce recently complete recycling plant city dubna near moscow,positive
method system control hard disk drive use multimediacard physical interface invent marko ahvenainen ruutana finland,neutral
odd square metre plot stockmann buy nevsky center shopping center locate nevsky prospect petersburg high street next vosstaniya square underground station immediate vicinity moscow station,neutral
typically transmission power level decrease interference noise predefined value,neutral
sukhraj dulai block boni sue court culdesac city north side start vehicle inside house tuesday leave garage door open,neutral
typical enduses include roof structure floor wall ceiling nonvisible structure vehicle packaging box construction site structure fence shelter formwork limit number concrete pourings,neutral
tallink silja attribute significant drop problem book system take operation october sale trailer ferry sky wind route stockholm riga passenger helsinkistockholm route,negative
adjustment fall price level contrast less effective,negative
march goldman sachs estimate negative prospect norwegian mobile operation norway telenor asa osl tel sweden teliasonera sto tlsn short term,negative
base first quarter result exist order backlog new order prospect company expect fullyear sale contract percentage gross margin stay healthy level operating profit margin lower due low sale volume,negative
key shareholder finnish service provider tietoenator oyj friday reject hostile eur billion billion offer buyout shop nordic capital give new life possible counter offer blackstone group norwegian telecom telenor asa,positive
answer question many visitor conversation get big team problem set social medium channel,neutral
biotie northamerican licensing partner somaxon pharmaceutical start phase iiiii clinical study patient suffer pathological gamble pilot phase study nicotine addiction smoking cessation,neutral
hour news try icis news wwwiciscom click trial icis news,neutral
wore black beanietype cap black jacket,neutral
product low salt fat content,neutral
finnair belief strike cause daily net loss excess eurmarket neutraldue cancel reservation passenger rerouting,negative
helsinki thomson financial share close little change cargotec huhtamaki drop sharply disappointing secondquarter report,negative
airline estimate cancellation flight due closure european airspace process recommence traffic cause company loss eurm include cost strand passenger accommodation,negative
ruukki group calculate lose eurmarket neutralin fail project,negative
samsung currently occupy third place lose ground quarter drop percentage percentage share overall,negative
baltimore police fire pension billion lose million madoff ponzi scheme,negative
small firm suffer moment likely money trouble add,negative
dealer say share largely hit investor disappointment refine margin usd per barrel quarter performance ship unit saw ebit drop tomillioneur frommillioneur year amid fall volume tanker rate,negative
make matter difficult company say grapple high oil gas price push cost energy raw material transportation,negative
one headboxes equip modern consistency control system ensure cross machine profile plasterboard,neutral
result also burden increase fix cost associate operation china restructuring cost japan,negative
part transaction mreal sappi also sign longterm agreement supply pulp bctmp small service supply,positive
earlier today geberit finnish rival uponor oyj cut fullyear sale growth forecast percentage percentage blame tough condition germany well currency factor,negative
operating loss total eurmarket neutraldown profit eurmarket neutral,negative
group operate loss eurmarket neutraldown profit eurmarket neutralin,negative
finnish national carrier say net loss april june euro million net profit euro million year earlier,negative
generate operating loss eurmarket neutraldown profit eurmarket neutral,negative
consolidate unaudited result amanda capital ifrs report standard,neutral
unaudited consolidate result aspocomp group ifrs report standard,neutral
elcoteq europe large contract electronics maker set unit bangalore association avista advisory mumbai,neutral
however two previously order set start produce electricity end october say,neutral
net sale period expect fall well last year result nonrecurring item expect red,negative
finland bank land report operating profit fell eurmarket neutralin second quarter eurmarket neutralin second quarter,negative
budapest august mti finnish electronics maker elcoteq lay worker plant pecs hungary end september fall order communication director elcoteq local unit zoltan krippl tell mti monday,negative
earnings per share eps decrease eur eur,negative
finnair tallinnbased subsidiary aero carry passenger decline percentage route helsinki baltic capital within southern finland,negative
adpnews aug finnish medium group ilkkayhtyma oyj hel ilk say today net profit fell percentage year eur million usd first half,negative
operating profit lower outlook publish earlier,negative
operating profit continue operation fell eurmarket neutralfrom eurmarket neutralin first half,negative
revenue quarter total billion percent billion fourth quarter,negative
sampo bank market share lend percentage percentage first quarter,negative
sanoma news advertising sale decrease percentage year,negative
finnish bank land report operate profit fell eurmarket neutralin third quarter eurmarket neutralin third quarter,negative
finnish bank land report operate profit eurmarket neutralin first quarter eurmarket neutralin corresponding period,negative
finnish electronics contract manufacturer scanfil report net sale eurmarket neutralin eurmarket neutralin,negative
finnish electronics contract manufacturer scanfil report net sale eurmarket neutralin second quarter eurmarket neutrala year earlier,negative
finnish exel composite technology company design manufacture market composite profile tube various industrial application report net sale decrease percentage second quarter eurmarket neutralfrom eurmarket neutralin corresponding period,negative
finnish geosentric net sale decrease eur januarymarch,negative
finnish kemira net sale eur decrease eurmarket neutralin januaryjune eurmarket neutralin januaryjune,negative
finnish plumbing heating system supplier uponor net sale continue operation decrease percentage eurmarket neutralfrom eurmarket neutralin,negative
finnish plumbing heating system supplier uponor net sale continue business operation decrease eurmarket neutralin julyseptember compare eurmarket neutralin third quarter,negative
finnish scanfil contract manufacturer system supplier communication industrial electronics report net sale eurmarket neutralin first half eurmarket neutrala year earlier,negative
finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale total eurmarket neutralin first half eurmarket neutralin first half,negative
finnish shipping company finnlines grimaldi group report net sale decrease eurmarket neutralin januaryjune eurmarket neutralin corresponding period,negative
cargo traffic fell percentage yearonyear tonne september,negative
cash flow investment amount eurm eurm,negative
cocacola market leader manufacturer market share percentage percentage corresponding period,negative
comparable operating profit decrease eurmarket neutralfrom eurmarket neutralin corresponding period,negative
consolidated operating profit continue operation decrease percentage eurmarket neutralfrom eurmarket neutralin,negative
consolidated pretax profit decrease percentage eurmarket neutralfrom eurmarket neutralin,negative
device volume area decrease percentage tomarket neutralunits,negative
dilute earnings per share eps decline eur eur,negative
eur august finnish medium group ilkkayhtyma oyj hel ilk say today net profit fell percentage year eur first half,negative
earnings per share eps amount eur eur,negative
earnings per share eps decrease eur eur,negative
earnings per share eps first half amounted eur eur year ago,negative
finnair total traffic decrease percentage term revenue passenger kilometre,negative
finnish business software group affectogenimap oyj say net profit halve tomillioneuromillionin first nine month frommillioneuromillionin period,negative
finnish financial software solution developer basware oyj say net profit fell euromillionfor first quarter frommillioneuromilliona year earlier,negative
finnish glass technology company glaston oyj abp net profit decrease tomillioneuromillionfor first nine month frommillioneuromillionfor period,negative
finnish management software solution provider ixonos oyj net profit decrease euro first quarter euromillionfor period,negative
finnish medium company talentum oyj net profit decrease tomillioneuromillionfor first quarter frommillioneuromillionfor period,negative
finnish metal product company componenta oyj net profit slightly tomillioneuromillionfor first half frommillioneuromillionfor period,negative
separate announcement helsinki stock exchange atrium reveal company third quarter profit decline eur third quarter last year eur year,negative
fourth quarter net sale decrease eurmarket neutralfrom eurmarket neutralin fourth quarter,negative
insurer axa par slide percentage eur citigroup ing slash target stock,negative
adp news feb finnish wood product technology supplier raute oyj hel rutav say today net profit decrease eur million usd eur million,negative
adp news feb finnish construction company lemminkainen oyj hel lem say today net profit decrease eur million usd eur million,negative
adp news feb finnish broadband data communication system solution company teleste oyj hel tltv say today net profit decrease eur million usd eur million,negative
adp news jan finnish mobile phone maker nokia oyj omx nokv say today operating profit decrease eur billion usd eur billion,negative
adpnews may finnish cutlery hand tool maker fiskars oyj abp hel fisa say today net profit decline eur million usd first quarter eur million correspond,negative
market share decrease route helsinki finland tallinn estonia percentage point percentage,negative
net profit fell almost half million million end,negative
net profit three month march fell xac million million xac million year earlier finnish company say,negative
net sale decrease eurmarket neutralfrom eurmarket neutralin corresponding period,negative
net sale decrease eurmarket neutralfrom eurmarket neutralin corresponding period,negative
net sale fell percentage third quarter eurmarket neutral,negative
net sale fell percentage previous accounting period,negative
net sale kyro main business area glaston technology manufacturer glass processing machine decrease eurmarket neutralfrom eurmarket neutralin januaryseptember,negative
operating profit fell eurmarket neutralin second quarter eurmarket neutralin second quarter,negative
operating profit fell eurmarket neutralfrom eurmarket neutralin,negative
operating profit fell eurmarket neutralfrom eurmarket neutral,negative
operating profit fell eurmarket neutralfrom eurmarket neutralin,negative
operating profit fell eurmarket neutralfrom eurmarket neutralin third quarter,negative
orion net profit third quarter decrease tomillioneuromillionfrommillioneuromilliona year earlier,negative
pretax profit decrease percentage eurmarket neutralfrom eurmarket neutral,negative
pretax profit decrease eurmarket neutralfrom eurmarket neutralin fourth quarter,negative
pretax profit total eurmarket neutraldown eurmarket neutralin,negative
price delivery volume broadband product decrease significantly,negative
profit period total eurmarket neutraldown eurmarket neutralin corresponding period,negative
profit period total eurmarket neutraldown eurmarket neutralin third quarter,negative
revenue quarter fell percent euro billion compare year earlier,negative
srv lower net sale estimate whole due uncertainty housing sale,negative
stora enso oyj say secondquarter result would fall half compare period,negative
subscription sale decrease slightly,negative
company confirm estimate lower revenue whole yearago eur give interim report august,negative
department store division sale fell percentage eurmarket neutral,negative
fair value company investment property eur billion end eur billion year earlier,negative
fair value company investment property eur end september eur year earlier,negative
group order portfolio decrease eurmarket neutralin eurmarket neutralin,negative
net sale decrease eur million eur million,negative
sale tiimari segment fell percentage yearonyear eur june,negative
finnish electronics contract manufacturer scanfil net sale eurmarket neutralin first quarter eurmarket neutrala year,negative
alma medium operating profit amount eurmarket neutraldown eurmarket neutrala year earlier,negative
commission income decrease eurmarket neutralcompared eurmarket neutralin third quarter,negative
commission income fell eurmarket neutralfrom eurmarket neutralin corresponding period,negative
export decline percent million liter,negative
export good fell percentage import percentage,negative
finnish developer manufacturer mobile phone charger salcomp plc omx helsinki salv wednesday november lowered fullyear net sale estimate,negative
finnish investment group norvestia oyj say net profit fell tomillioneuromillionin frommillioneuromillionin,negative
group ebit first half eur fall short eur post period,negative
however company saw net profit third quarter eur million eur million corresponding period,negative
however company saw net profit third quarter eur eur corresponding period,negative
however net sale decline eur million eur billion,negative
food trade sale amount eur decline percentage,negative
januarynovember group sale total eurmarket neutralwhich drop percentage period,negative
julyseptember konecranes sale decrease eurmarket neutralfrom eurmarket neutralin julyseptember,negative
sale volume cocacola market share decrease percentage percentage,negative
september alone market decline percent yearonyear million liter,negative
baltic country sale fell percentage russia percentage term euro percentage term local currency,negative
baltic country sale fell percentage,negative
nokia share hit euro friday percent start year part slow introduction touchscreen model,negative
operating profit decrease eurmarket neutralfrom eurmarket neutral,negative
operating profit decrease nearly eurmarket neutralhowever,negative
operating profit fell eurmarket neutralfrom eurmarket neutralin second quarter,negative
operating profit fourth quarter fell eurm eurm year earlier,negative
operating profit total eurmarket neutraldown eurmarket neutralin corresponding period,negative
operating profit total eurmarket neutraldown eurmarket neutralin corresponding period,negative
operating profit total eurmarket neutraldown eurmarket neutralin,negative
